week_end,disease,geography,percent_visits,trend_on_date,recent_trend
2023-01-07,Pneumonia,South Carolina,2.7,Decreasing,Decreasing
2023-01-07,Pneumonia,South Dakota,3.6,Increasing,No Change
2023-01-07,Pneumonia,Tennessee,4.9,Increasing,Increasing
2023-01-07,Pneumonia,Texas,3.3,Increasing,Increasing
2023-01-07,Pneumonia,Utah,3.6,Increasing,Decreasing
2023-01-07,Pneumonia,Vermont,2.7,Decreasing,No Change
2023-01-07,Pneumonia,Virginia,2.8,No Change,Increasing
2023-01-07,Pneumonia,Washington,5.1,Increasing,Increasing
2023-01-07,Pneumonia,West Virginia,2.9,No Change,Decreasing
2023-01-07,Pneumonia,Wisconsin,4.3,Increasing,Increasing
2023-01-07,Pneumonia,Wyoming,2.3,No Change,Increasing
2023-01-07,Bronchitis,Alabama,2.6,Decreasing,No Change
2023-01-07,Bronchitis,Alaska,1.9,Decreasing,No Change
2023-01-07,Bronchitis,Arizona,1.4,Decreasing,No Change
2023-01-07,Bronchitis,Arkansas,1.4,Decreasing,No Change
2023-01-07,Bronchitis,California,2.4,Decreasing,No Change
2023-01-07,Bronchitis,Colorado,1.9,Decreasing,No Change
2023-01-07,Bronchitis,Connecticut,2.3,Decreasing,No Change
2023-01-07,Bronchitis,Delaware,1.0,Decreasing,No Change
2023-01-07,Bronchitis,District of Columbia,2.7,Decreasing,No Change
2023-01-07,Bronchitis,Florida,1.2,Decreasing,No Change
2023-01-07,Bronchitis,Georgia,3.4,Increasing,Decreasing
2023-01-07,Bronchitis,Hawaii,2.8,Decreasing,No Change
2023-01-07,Bronchitis,Idaho,1.7,Decreasing,No Change
2023-01-07,Bronchitis,Illinois,2.7,Decreasing,No Change
2023-01-07,Bronchitis,Indiana,2.9,Decreasing,No Change
2023-01-07,Bronchitis,Iowa,2.3,Decreasing,No Change
2023-01-07,Bronchitis,Kansas,1.1,Decreasing,No Change
2023-01-07,Bronchitis,Kentucky,1.6,Decreasing,Decreasing
2023-01-07,Bronchitis,Louisiana,4.1,Decreasing,No Change
2023-01-07,Bronchitis,Maine,1.2,Decreasing,No Change
2023-01-07,Bronchitis,Maryland,3.1,Decreasing,No Change
2023-01-07,Bronchitis,Massachusetts,3.4,Decreasing,No Change
2023-01-07,Bronchitis,Michigan,1.5,Decreasing,No Change
2023-01-07,Bronchitis,Minnesota,1.3,Decreasing,No Change
2023-01-07,Bronchitis,Mississippi,2.7,Decreasing,No Change
2023-01-07,Bronchitis,Missouri,2.0,Decreasing,No Change
2023-01-07,Bronchitis,Montana,2.2,Decreasing,No Change
2023-01-07,Bronchitis,Nebraska,1.5,Decreasing,No Change
2023-01-07,Bronchitis,Nevada,1.7,Decreasing,No Change
2023-01-07,Bronchitis,New Hampshire,3.8,Decreasing,No Change
2023-01-07,Bronchitis,New Jersey,1.7,Decreasing,No Change
2023-01-07,Bronchitis,New Mexico,2.0,Decreasing,No Change
2023-01-07,Bronchitis,New York,2.8,Decreasing,Decreasing
2023-01-07,Bronchitis,North Carolina,1.9,Decreasing,No Change
2023-01-07,Bronchitis,North Dakota,1.7,Decreasing,No Change
2023-01-07,Bronchitis,Ohio,1.7,Decreasing,No Change
2023-01-07,Bronchitis,Oklahoma,2.0,Decreasing,Increasing
2023-01-07,Bronchitis,Oregon,2.3,Decreasing,No Change
2023-01-07,Bronchitis,Pennsylvania,1.3,Decreasing,No Change
2023-01-07,Bronchitis,Rhode Island,2.8,Decreasing,No Change
2023-01-07,Bronchitis,South Carolina,1.6,Decreasing,Decreasing
2023-01-07,Bronchitis,South Dakota,2.3,Decreasing,No Change
2023-01-07,Bronchitis,Tennessee,1.7,Decreasing,No Change
2023-01-07,Bronchitis,Texas,1.3,Decreasing,Increasing
2023-01-07,Bronchitis,Utah,1.8,Decreasing,No Change
2023-01-07,Bronchitis,Vermont,3.4,Decreasing,No Change
2023-01-07,Bronchitis,Virginia,3.2,Decreasing,Decreasing
2023-01-07,Bronchitis,Washington,1.4,Decreasing,No Change
2023-01-07,Bronchitis,West Virginia,1.8,Decreasing,No Change
2023-01-07,Bronchitis,Wisconsin,2.1,Decreasing,Decreasing
2023-01-07,Bronchitis,Wyoming,2.4,Decreasing,No Change
2023-01-07,COVID,Alabama,1.5,Decreasing,No Change
2023-01-07,COVID,Alaska,0.6,Decreasing,No Change
2023-01-07,COVID,Arizona,0.2,No Change,No Change
2023-01-07,COVID,Arkansas,0.5,Decreasing,No Change
2023-01-07,COVID,California,0.7,Decreasing,No Change
2023-01-07,COVID,Colorado,0.1,Decreasing,No Change
2023-01-07,COVID,Connecticut,0.4,Decreasing,No Change
2023-01-07,COVID,Delaware,0.5,No Change,No Change
2023-01-07,COVID,District of Columbia,0.2,Decreasing,Increasing
2023-01-07,COVID,Florida,0.2,No Change,No Change
2023-01-07,COVID,Georgia,0.1,Decreasing,No Change
2023-01-07,COVID,Hawaii,1.2,Decreasing,No Change
2023-01-07,COVID,Idaho,0.3,Decreasing,No Change
2023-01-07,COVID,Illinois,0.2,Decreasing,No Change
2023-01-07,COVID,Indiana,0.7,Decreasing,No Change
2023-01-07,COVID,Iowa,0.5,Decreasing,No Change
2023-01-07,COVID,Kansas,0.4,Decreasing,No Change
2023-01-07,COVID,Kentucky,0.2,Decreasing,No Change
2023-01-07,COVID,Louisiana,0.4,Decreasing,No Change
2023-01-07,COVID,Maine,0.4,Decreasing,No Change
2023-01-07,COVID,Maryland,0.3,Decreasing,No Change
2023-01-07,COVID,Massachusetts,0.4,Decreasing,No Change
2023-01-07,COVID,Michigan,1.0,Decreasing,No Change
2023-01-07,COVID,Minnesota,0.1,No Change,No Change
2023-01-07,COVID,Mississippi,1.4,No Change,No Change
2023-01-07,COVID,Missouri,0.3,Decreasing,Increasing
2023-01-07,COVID,Montana,0.3,Decreasing,No Change
2023-01-07,COVID,Nebraska,0.7,Decreasing,No Change
2023-01-07,COVID,Nevada,0.2,Decreasing,No Change
2023-01-07,COVID,New Hampshire,0.9,Decreasing,No Change
2023-01-07,COVID,New Jersey,0.2,Decreasing,No Change
2023-01-07,COVID,New Mexico,0.2,Decreasing,No Change
2023-01-07,COVID,New York,0.3,Decreasing,No Change
2023-01-07,COVID,North Carolina,0.9,Decreasing,No Change
2023-01-07,COVID,North Dakota,0.2,Decreasing,No Change
2023-01-07,COVID,Ohio,0.3,Decreasing,No Change
2023-01-07,COVID,Oklahoma,0.2,Decreasing,Increasing
2023-01-07,COVID,Oregon,0.3,Decreasing,No Change
2023-01-07,COVID,Pennsylvania,0.3,Decreasing,No Change
2023-01-07,COVID,Rhode Island,1.0,Decreasing,No Change
2023-01-07,COVID,South Carolina,0.5,Decreasing,No Change
2023-01-07,COVID,South Dakota,0.2,No Change,No Change
2023-01-07,COVID,Tennessee,0.1,Decreasing,No Change
2023-01-07,COVID,Texas,0.3,No Change,No Change
2023-01-07,COVID,Utah,0.3,Decreasing,Increasing
2023-01-07,COVID,Vermont,1.4,Decreasing,No Change
2023-01-07,COVID,Virginia,1.0,Decreasing,No Change
2023-01-07,COVID,Washington,0.2,Decreasing,No Change
2023-01-07,COVID,West Virginia,0.7,Decreasing,No Change
2023-01-07,COVID,Wisconsin,0.4,Decreasing,No Change
2023-01-07,COVID,Wyoming,0.4,Decreasing,No Change
2023-01-07,Influenza,Alabama,6.2,Decreasing,Decreasing
2023-01-07,Influenza,Alaska,5.1,Decreasing,No Change
2023-01-07,Influenza,Arizona,4.4,Decreasing,Increasing
2023-01-07,Influenza,Arkansas,4.6,Decreasing,Decreasing
2023-01-07,Influenza,California,4.7,Decreasing,No Change
2023-01-07,Influenza,Colorado,6.7,Decreasing,Increasing
2023-01-07,Influenza,Connecticut,6.8,Decreasing,No Change
2023-01-07,Influenza,Delaware,5.5,Decreasing,No Change
2023-01-07,Influenza,District of Columbia,6.3,Increasing,Decreasing
2023-01-07,Influenza,Florida,4.5,Increasing,Increasing
2023-01-07,Influenza,Georgia,6.5,Increasing,Decreasing
2023-01-07,Influenza,Hawaii,5.9,Decreasing,No Change
2023-01-07,Influenza,Idaho,5.1,Decreasing,Increasing
2023-01-07,Influenza,Illinois,6.0,Decreasing,Increasing
2023-01-07,Influenza,Indiana,6.5,Decreasing,Increasing
2023-01-07,Influenza,Iowa,5.2,Decreasing,Increasing
2023-01-07,Influenza,Kansas,4.3,Decreasing,Increasing
2023-01-07,Influenza,Kentucky,5.6,No Change,Decreasing
2023-01-07,Influenza,Louisiana,7.4,Decreasing,Increasing
2023-01-07,Influenza,Maine,5.8,Decreasing,No Change
2023-01-07,Influenza,Maryland,8.1,Decreasing,No Change
2023-01-07,Influenza,Massachusetts,6.5,Decreasing,Increasing
2023-01-07,Influenza,Michigan,4.8,Decreasing,Increasing
2023-01-07,Influenza,Minnesota,5.1,Increasing,No Change
2023-01-07,Influenza,Mississippi,5.8,Decreasing,No Change
2023-01-07,Influenza,Missouri,5.5,Decreasing,Increasing
2023-01-07,Influenza,Montana,4.4,Decreasing,Increasing
2023-01-07,Influenza,Nebraska,4.3,Decreasing,No Change
2023-01-07,Influenza,Nevada,5.8,Decreasing,No Change
2023-01-07,Influenza,New Hampshire,7.4,Decreasing,No Change
2023-01-07,Influenza,New Jersey,5.0,Decreasing,Decreasing
2023-01-07,Influenza,New Mexico,4.8,Decreasing,Increasing
2023-01-07,Influenza,New York,7.3,Decreasing,Increasing
2023-01-07,Influenza,North Carolina,5.3,Decreasing,Decreasing
2023-01-07,Influenza,North Dakota,5.3,Decreasing,Decreasing
2023-01-07,Influenza,Ohio,5.8,Decreasing,Increasing
2023-01-07,Influenza,Oklahoma,5.9,Increasing,No Change
2023-01-07,Influenza,Oregon,5.3,Decreasing,Increasing
2023-01-07,Influenza,Pennsylvania,3.0,Decreasing,Increasing
2023-01-07,Influenza,Rhode Island,5.6,Decreasing,Increasing
2023-01-07,Influenza,South Carolina,4.7,Decreasing,Decreasing
2023-01-07,Influenza,South Dakota,6.0,Decreasing,No Change
2023-01-07,Influenza,Tennessee,6.7,Increasing,Increasing
2023-01-07,Influenza,Texas,4.8,Decreasing,Increasing
2023-01-07,Influenza,Utah,5.6,Decreasing,Decreasing
2023-01-07,Influenza,Vermont,7.3,Decreasing,No Change
2023-01-07,Influenza,Virginia,6.8,Decreasing,Increasing
2023-01-07,Influenza,Washington,6.6,Decreasing,Increasing
2023-01-07,Influenza,West Virginia,5.3,Decreasing,Decreasing
2023-01-07,Influenza,Wisconsin,6.7,Decreasing,Increasing
2023-01-07,Influenza,Wyoming,5.1,Decreasing,Increasing
2023-01-14,Pneumonia,Alabama,2.1,No Change,Decreasing
2023-01-14,Pneumonia,Alaska,1.9,Decreasing,No Change
2023-01-14,Pneumonia,Arizona,2.1,No Change,Increasing
2023-01-14,Pneumonia,Arkansas,1.9,Decreasing,Decreasing
2023-01-14,Pneumonia,California,1.2,Decreasing,No Change
2023-01-14,Pneumonia,Colorado,3.8,No Change,Increasing
2023-01-14,Pneumonia,Connecticut,3.0,Increasing,No Change
2023-01-14,Pneumonia,Delaware,3.8,No Change,No Change
2023-01-14,Pneumonia,District of Columbia,2.9,Increasing,Decreasing
2023-01-14,Pneumonia,Florida,2.3,Increasing,Increasing
2023-01-14,Pneumonia,Georgia,2.6,No Change,Decreasing
2023-01-14,Pneumonia,Hawaii,1.6,Decreasing,No Change
2023-01-14,Pneumonia,Idaho,2.4,Decreasing,Increasing
2023-01-14,Pneumonia,Illinois,2.2,Decreasing,Increasing
2023-01-14,Pneumonia,Indiana,2.5,Decreasing,Increasing
2023-01-14,Pneumonia,Iowa,1.9,Decreasing,Increasing
2023-01-14,Pneumonia,Kansas,2.6,Decreasing,Increasing
2023-01-14,Pneumonia,Kentucky,3.2,Increasing,Decreasing
2023-01-14,Pneumonia,Louisiana,2.5,Increasing,Increasing
2023-01-14,Pneumonia,Maine,3.3,Decreasing,No Change
2023-01-14,Pneumonia,Maryland,4.2,Increasing,Increasing
2023-01-14,Pneumonia,Massachusetts,2.0,Decreasing,Increasing
2023-01-14,Pneumonia,Michigan,2.2,Decreasing,Increasing
2023-01-14,Pneumonia,Minnesota,3.2,Increasing,No Change
2023-01-14,Pneumonia,Mississippi,1.6,Decreasing,No Change
2023-01-14,Pneumonia,Missouri,2.6,Decreasing,Increasing
2023-01-14,Pneumonia,Montana,1.4,Decreasing,Increasing
2023-01-14,Pneumonia,Nebraska,1.4,Decreasing,No Change
2023-01-14,Pneumonia,Nevada,3.3,Increasing,No Change
2023-01-14,Pneumonia,New Hampshire,2.2,Decreasing,No Change
2023-01-14,Pneumonia,New Jersey,2.5,Decreasing,No Change
2023-01-14,Pneumonia,New Mexico,2.4,No Change,Increasing
2023-01-14,Pneumonia,New York,3.7,Increasing,Increasing
2023-01-14,Pneumonia,North Carolina,2.3,Decreasing,Decreasing
2023-01-14,Pneumonia,North Dakota,2.8,No Change,Decreasing
2023-01-14,Pneumonia,Ohio,3.1,No Change,Increasing
2023-01-14,Pneumonia,Oklahoma,3.0,Increasing,No Change
2023-01-14,Pneumonia,Oregon,2.1,Decreasing,Increasing
2023-01-14,Pneumonia,Pennsylvania,1.1,Decreasing,Increasing
2023-01-14,Pneumonia,Rhode Island,1.5,Decreasing,Increasing
2023-01-14,Pneumonia,South Carolina,1.9,Decreasing,Decreasing
2023-01-14,Pneumonia,South Dakota,2.7,No Change,No Change
2023-01-14,Pneumonia,Tennessee,3.5,No Change,Increasing
2023-01-14,Pneumonia,Texas,2.6,No Change,Increasing
2023-01-14,Pneumonia,Utah,2.6,Increasing,Decreasing
2023-01-14,Pneumonia,Vermont,1.8,Decreasing,No Change
2023-01-14,Pneumonia,Virginia,2.5,No Change,Increasing
2023-01-14,Pneumonia,Washington,3.9,No Change,Increasing
2023-01-14,Pneumonia,West Virginia,2.7,Decreasing,Decreasing
2023-01-14,Pneumonia,Wisconsin,3.2,No Change,Increasing
2023-01-14,Pneumonia,Wyoming,1.9,Decreasing,Increasing
2023-01-14,Bronchitis,Alabama,1.5,Decreasing,No Change
2023-01-14,Bronchitis,Alaska,0.8,Decreasing,No Change
2023-01-14,Bronchitis,Arizona,0.8,Decreasing,No Change
2023-01-14,Bronchitis,Arkansas,0.6,Decreasing,No Change
2023-01-14,Bronchitis,California,1.1,Decreasing,No Change
2023-01-14,Bronchitis,Colorado,0.7,Decreasing,No Change
2023-01-14,Bronchitis,Connecticut,0.9,Decreasing,No Change
2023-01-14,Bronchitis,Delaware,0.5,Decreasing,No Change
2023-01-14,Bronchitis,District of Columbia,1.8,Decreasing,No Change
2023-01-14,Bronchitis,Florida,0.8,Decreasing,No Change
2023-01-14,Bronchitis,Georgia,2.3,Decreasing,Decreasing
2023-01-14,Bronchitis,Hawaii,1.3,Decreasing,No Change
2023-01-14,Bronchitis,Idaho,0.8,Decreasing,No Change
2023-01-14,Bronchitis,Illinois,1.0,Decreasing,No Change
2023-01-14,Bronchitis,Indiana,1.5,Decreasing,No Change
2023-01-14,Bronchitis,Iowa,1.0,Decreasing,No Change
2023-01-14,Bronchitis,Kansas,0.5,Decreasing,No Change
2023-01-14,Bronchitis,Kentucky,0.9,Decreasing,Decreasing
2023-01-14,Bronchitis,Louisiana,1.8,Decreasing,No Change
2023-01-14,Bronchitis,Maine,0.6,Decreasing,No Change
2023-01-14,Bronchitis,Maryland,1.4,Decreasing,No Change
2023-01-14,Bronchitis,Massachusetts,1.5,Decreasing,No Change
2023-01-14,Bronchitis,Michigan,0.8,Decreasing,No Change
2023-01-14,Bronchitis,Minnesota,1.0,Decreasing,No Change
2023-01-14,Bronchitis,Mississippi,1.3,Decreasing,No Change
2023-01-14,Bronchitis,Missouri,1.0,Decreasing,No Change
2023-01-14,Bronchitis,Montana,1.2,Decreasing,No Change
2023-01-14,Bronchitis,Nebraska,0.8,Decreasing,No Change
2023-01-14,Bronchitis,Nevada,0.8,Decreasing,No Change
2023-01-14,Bronchitis,New Hampshire,1.4,Decreasing,No Change
2023-01-14,Bronchitis,New Jersey,0.8,Decreasing,No Change
2023-01-14,Bronchitis,New Mexico,0.8,Decreasing,No Change
2023-01-14,Bronchitis,New York,1.2,Decreasing,Decreasing
2023-01-14,Bronchitis,North Carolina,0.9,Decreasing,No Change
2023-01-14,Bronchitis,North Dakota,0.8,Decreasing,No Change
2023-01-14,Bronchitis,Ohio,0.8,Decreasing,No Change
2023-01-14,Bronchitis,Oklahoma,1.2,Decreasing,Increasing
2023-01-14,Bronchitis,Oregon,1.0,Decreasing,No Change
2023-01-14,Bronchitis,Pennsylvania,0.7,Decreasing,No Change
2023-01-14,Bronchitis,Rhode Island,1.4,Decreasing,No Change
2023-01-14,Bronchitis,South Carolina,0.7,Decreasing,Decreasing
2023-01-14,Bronchitis,South Dakota,1.0,Decreasing,No Change
2023-01-14,Bronchitis,Tennessee,1.0,Decreasing,No Change
2023-01-14,Bronchitis,Texas,0.8,Decreasing,Increasing
2023-01-14,Bronchitis,Utah,1.2,Decreasing,No Change
2023-01-14,Bronchitis,Vermont,1.4,Decreasing,No Change
2023-01-14,Bronchitis,Virginia,1.3,Decreasing,Decreasing
2023-01-14,Bronchitis,Washington,0.8,Decreasing,No Change
2023-01-14,Bronchitis,West Virginia,0.8,Decreasing,No Change
2023-01-14,Bronchitis,Wisconsin,0.9,Decreasing,Decreasing
2023-01-14,Bronchitis,Wyoming,1.2,Decreasing,No Change
2023-01-14,COVID,Alabama,1.0,Decreasing,No Change
2023-01-14,COVID,Alaska,0.4,Decreasing,No Change
2023-01-14,COVID,Arizona,0.2,No Change,No Change
2023-01-14,COVID,Arkansas,0.3,Decreasing,No Change
2023-01-14,COVID,California,0.3,Decreasing,No Change
2023-01-14,COVID,Colorado,0.1,Decreasing,No Change
2023-01-14,COVID,Connecticut,0.2,Decreasing,No Change
2023-01-14,COVID,Delaware,0.4,No Change,No Change
2023-01-14,COVID,District of Columbia,0.2,Decreasing,Increasing
2023-01-14,COVID,Florida,0.1,No Change,No Change
2023-01-14,COVID,Georgia,0.1,Decreasing,No Change
2023-01-14,COVID,Hawaii,0.7,Decreasing,No Change
2023-01-14,COVID,Idaho,0.2,Decreasing,No Change
2023-01-14,COVID,Illinois,0.2,Decreasing,No Change
2023-01-14,COVID,Indiana,0.4,Decreasing,No Change
2023-01-14,COVID,Iowa,0.3,Decreasing,No Change
2023-01-14,COVID,Kansas,0.3,Decreasing,No Change
2023-01-14,COVID,Kentucky,0.1,Decreasing,No Change
2023-01-14,COVID,Louisiana,0.2,Decreasing,No Change
2023-01-14,COVID,Maine,0.2,Decreasing,No Change
2023-01-14,COVID,Maryland,0.2,Decreasing,No Change
2023-01-14,COVID,Massachusetts,0.2,Decreasing,No Change
2023-01-14,COVID,Michigan,0.6,Decreasing,No Change
2023-01-14,COVID,Minnesota,0.1,No Change,No Change
2023-01-14,COVID,Mississippi,1.0,Decreasing,No Change
2023-01-14,COVID,Missouri,0.2,Decreasing,Increasing
2023-01-14,COVID,Montana,0.3,Decreasing,No Change
2023-01-14,COVID,Nebraska,0.4,Decreasing,No Change
2023-01-14,COVID,Nevada,0.2,Decreasing,No Change
2023-01-14,COVID,New Hampshire,0.5,Decreasing,No Change
2023-01-14,COVID,New Jersey,0.1,Decreasing,No Change
2023-01-14,COVID,New Mexico,0.1,Decreasing,No Change
2023-01-14,COVID,New York,0.2,Decreasing,No Change
2023-01-14,COVID,North Carolina,0.6,Decreasing,No Change
2023-01-14,COVID,North Dakota,0.1,Decreasing,No Change
2023-01-14,COVID,Ohio,0.2,Decreasing,No Change
2023-01-14,COVID,Oklahoma,0.2,Decreasing,Increasing
2023-01-14,COVID,Oregon,0.2,Decreasing,No Change
2023-01-14,COVID,Pennsylvania,0.2,Decreasing,No Change
2023-01-14,COVID,Rhode Island,0.5,Decreasing,No Change
2023-01-14,COVID,South Carolina,0.4,Decreasing,No Change
2023-01-14,COVID,South Dakota,0.2,No Change,No Change
2023-01-14,COVID,Tennessee,0.1,Decreasing,No Change
2023-01-14,COVID,Texas,0.2,Decreasing,No Change
2023-01-14,COVID,Utah,0.2,Decreasing,Increasing
2023-01-14,COVID,Vermont,0.8,Decreasing,No Change
2023-01-14,COVID,Virginia,0.6,Decreasing,No Change
2023-01-14,COVID,Washington,0.2,Decreasing,No Change
2023-01-14,COVID,West Virginia,0.5,Decreasing,No Change
2023-01-14,COVID,Wisconsin,0.3,Decreasing,No Change
2023-01-14,COVID,Wyoming,0.3,Decreasing,No Change
2023-01-14,Influenza,Alabama,4.6,Decreasing,Decreasing
2023-01-14,Influenza,Alaska,3.1,Decreasing,No Change
2023-01-14,Influenza,Arizona,3.0,Decreasing,Increasing
2023-01-14,Influenza,Arkansas,2.8,Decreasing,Decreasing
2023-01-14,Influenza,California,2.6,Decreasing,No Change
2023-01-14,Influenza,Colorado,4.6,Decreasing,Increasing
2023-01-14,Influenza,Connecticut,4.1,Decreasing,No Change
2023-01-14,Influenza,Delaware,4.5,Decreasing,No Change
2023-01-14,Influenza,District of Columbia,4.7,Decreasing,Decreasing
2023-01-14,Influenza,Florida,3.2,Increasing,Increasing
2023-01-14,Influenza,Georgia,4.9,Decreasing,Decreasing
2023-01-14,Influenza,Hawaii,3.6,Decreasing,No Change
2023-01-14,Influenza,Idaho,3.4,Decreasing,Increasing
2023-01-14,Influenza,Illinois,3.4,Decreasing,Increasing
2023-01-14,Influenza,Indiana,4.3,Decreasing,Increasing
2023-01-14,Influenza,Iowa,3.2,Decreasing,Increasing
2023-01-14,Influenza,Kansas,3.3,Decreasing,Increasing
2023-01-14,Influenza,Kentucky,4.2,Decreasing,Decreasing
2023-01-14,Influenza,Louisiana,4.5,Decreasing,Increasing
2023-01-14,Influenza,Maine,4.1,Decreasing,No Change
2023-01-14,Influenza,Maryland,5.7,Decreasing,No Change
2023-01-14,Influenza,Massachusetts,3.7,Decreasing,Increasing
2023-01-14,Influenza,Michigan,3.5,Decreasing,Increasing
2023-01-14,Influenza,Minnesota,4.2,No Change,No Change
2023-01-14,Influenza,Mississippi,3.9,Decreasing,No Change
2023-01-14,Influenza,Missouri,3.8,Decreasing,Increasing
2023-01-14,Influenza,Montana,2.8,Decreasing,Increasing
2023-01-14,Influenza,Nebraska,2.6,Decreasing,No Change
2023-01-14,Influenza,Nevada,4.3,Decreasing,No Change
2023-01-14,Influenza,New Hampshire,4.1,Decreasing,No Change
2023-01-14,Influenza,New Jersey,3.4,Decreasing,Decreasing
2023-01-14,Influenza,New Mexico,3.2,Decreasing,Increasing
2023-01-14,Influenza,New York,5.0,Decreasing,Increasing
2023-01-14,Influenza,North Carolina,3.7,Decreasing,Decreasing
2023-01-14,Influenza,North Dakota,3.7,Decreasing,Decreasing
2023-01-14,Influenza,Ohio,4.0,Decreasing,Increasing
2023-01-14,Influenza,Oklahoma,4.3,Decreasing,No Change
2023-01-14,Influenza,Oregon,3.3,Decreasing,Increasing
2023-01-14,Influenza,Pennsylvania,1.9,Decreasing,Increasing
2023-01-14,Influenza,Rhode Island,3.3,Decreasing,Increasing
2023-01-14,Influenza,South Carolina,2.9,Decreasing,Decreasing
2023-01-14,Influenza,South Dakota,3.8,Decreasing,No Change
2023-01-14,Influenza,Tennessee,4.6,Decreasing,Increasing
2023-01-14,Influenza,Texas,3.5,Decreasing,Increasing
2023-01-14,Influenza,Utah,3.9,Decreasing,Decreasing
2023-01-14,Influenza,Vermont,3.9,Decreasing,No Change
2023-01-14,Influenza,Virginia,4.4,Decreasing,Increasing
2023-01-14,Influenza,Washington,4.7,Decreasing,Increasing
2023-01-14,Influenza,West Virginia,3.9,Decreasing,Decreasing
2023-01-14,Influenza,Wisconsin,4.4,Decreasing,Increasing
2023-01-14,Influenza,Wyoming,3.3,Decreasing,Increasing
2023-01-21,Pneumonia,Alabama,2.4,No Change,Decreasing
2023-01-21,Pneumonia,Alaska,1.6,Decreasing,No Change
2023-01-21,Pneumonia,Arizona,1.5,Decreasing,Increasing
2023-01-21,Pneumonia,Arkansas,1.5,Decreasing,Decreasing
2023-01-21,Pneumonia,California,1.4,Decreasing,No Change
2023-01-21,Pneumonia,Colorado,3.1,Decreasing,Increasing
2023-01-21,Pneumonia,Connecticut,2.7,Decreasing,No Change
2023-01-21,Pneumonia,Delaware,3.0,Decreasing,No Change
2023-01-21,Pneumonia,District of Columbia,2.6,Decreasing,Decreasing
2023-01-21,Pneumonia,Florida,2.1,Decreasing,Increasing
2023-01-21,Pneumonia,Georgia,2.8,Decreasing,Decreasing
2023-01-21,Pneumonia,Hawaii,1.5,Decreasing,No Change
2023-01-21,Pneumonia,Idaho,2.2,Decreasing,Increasing
2023-01-21,Pneumonia,Illinois,1.9,Decreasing,Increasing
2023-01-21,Pneumonia,Indiana,2.4,Decreasing,Increasing
2023-01-21,Pneumonia,Iowa,1.8,Decreasing,Increasing
2023-01-21,Pneumonia,Kansas,2.2,Decreasing,Increasing
2023-01-21,Pneumonia,Kentucky,2.8,Decreasing,Decreasing
2023-01-21,Pneumonia,Louisiana,2.6,No Change,Increasing
2023-01-21,Pneumonia,Maine,2.7,Decreasing,No Change
2023-01-21,Pneumonia,Maryland,3.4,Decreasing,Increasing
2023-01-21,Pneumonia,Massachusetts,1.9,Decreasing,Increasing
2023-01-21,Pneumonia,Michigan,2.2,Decreasing,Increasing
2023-01-21,Pneumonia,Minnesota,2.7,Decreasing,No Change
2023-01-21,Pneumonia,Mississippi,1.6,Decreasing,No Change
2023-01-21,Pneumonia,Missouri,2.3,Decreasing,Increasing
2023-01-21,Pneumonia,Montana,1.2,Decreasing,Increasing
2023-01-21,Pneumonia,Nebraska,1.2,Decreasing,No Change
2023-01-21,Pneumonia,Nevada,3.0,Decreasing,No Change
2023-01-21,Pneumonia,New Hampshire,1.8,Decreasing,No Change
2023-01-21,Pneumonia,New Jersey,2.2,Decreasing,No Change
2023-01-21,Pneumonia,New Mexico,2.2,Decreasing,Increasing
2023-01-21,Pneumonia,New York,3.1,Decreasing,Increasing
2023-01-21,Pneumonia,North Carolina,2.2,Decreasing,Decreasing
2023-01-21,Pneumonia,North Dakota,2.5,Decreasing,Decreasing
2023-01-21,Pneumonia,Ohio,2.7,Decreasing,Increasing
2023-01-21,Pneumonia,Oklahoma,2.7,Decreasing,No Change
2023-01-21,Pneumonia,Oregon,1.9,Decreasing,Increasing
2023-01-21,Pneumonia,Pennsylvania,1.0,Decreasing,Increasing
2023-01-21,Pneumonia,Rhode Island,1.5,Decreasing,Increasing
2023-01-21,Pneumonia,South Carolina,1.5,Decreasing,Decreasing
2023-01-21,Pneumonia,South Dakota,2.8,Decreasing,No Change
2023-01-21,Pneumonia,Tennessee,3.0,Decreasing,Increasing
2023-01-21,Pneumonia,Texas,2.4,Decreasing,Increasing
2023-01-21,Pneumonia,Utah,2.4,Decreasing,Decreasing
2023-01-21,Pneumonia,Vermont,1.5,Decreasing,No Change
2023-01-21,Pneumonia,Virginia,3.1,No Change,Increasing
2023-01-21,Pneumonia,Washington,3.5,Decreasing,Increasing
2023-01-21,Pneumonia,West Virginia,2.6,Decreasing,Decreasing
2023-01-21,Pneumonia,Wisconsin,2.8,Decreasing,Increasing
2023-01-21,Pneumonia,Wyoming,1.7,Decreasing,Increasing
2023-01-21,Bronchitis,Alabama,0.9,Decreasing,No Change
2023-01-21,Bronchitis,Alaska,0.6,Decreasing,No Change
2023-01-21,Bronchitis,Arizona,0.7,Decreasing,No Change
2023-01-21,Bronchitis,Arkansas,0.3,Decreasing,No Change
2023-01-21,Bronchitis,California,0.6,Decreasing,No Change
2023-01-21,Bronchitis,Colorado,0.4,Decreasing,No Change
2023-01-21,Bronchitis,Connecticut,0.6,Decreasing,No Change
2023-01-21,Bronchitis,Delaware,0.4,Decreasing,No Change
2023-01-21,Bronchitis,District of Columbia,1.6,Decreasing,No Change
2023-01-21,Bronchitis,Florida,0.7,Decreasing,No Change
